100; 80; 38; 67; 78; 77; 34; 99; 34; 94; 36; 78; 60; 86; 45; 
7; 77; 57; 76; 68; 89; 45; 54; 41; 71; 55; 70; 72; 95; 93; 
58; 100; 40; 26; 52; 69; 35; 21; 40; 86; 36; 8; 39; 26; 84; 
56; 32; 61; 80; 61; 15; 40; 81; 47; 24; 60; 29; 19; 73; 59; 
90; 58; 48; 65; 82; 25; 16; 86; 84; 18; 79; 14; 77; 91; 86; 
75; 74; 7; 61; 19; 98; 51; 29; 61; 8; 27; 16; 17; 17; 43; 
29; 48; 16; 34; 5; 70; 26; 20; 86; 100; 57; 20; 98; 26; 32; 
40; 87; 13; 46; 85; 75; 83; 48; 8; 92; 59; 44; 39; 55; 81; 
61; 50; 5; 36; 37; 46; 90; 74; 3; 20; 45; 1; 42; 71; 49; 
42; 62; 98; 16; 32; 50; 73; 95; 28; 42; 83; 6; 64; 87; 50; 
96; 99; 85; 37; 6; 2; 98; 94; 89; 9; 54; 32; 95; 66; 67; 
2; 97; 87; 46; 70; 27; 11; 79; 99; 4; 2; 83; 1; 44; 46; 
60; 60; 32; 35; 95; 35; 37; 16; 5; 30; 5; 92; 63; 37; 27; 
6; 37; 7; 46; 80; 17; 16; 61; 40; 30; 98; 74; 74; 76; 30; 
90; 94; 3; 21; 22; 34; 29; 37; 16; 72; 28; 19; 51; 2; 13; 
74; 56; 7; 82; 57; 50; 45; 47; 91; 91; 81; 98; 12; 74; 71; 
72; 65; 68; 88; 20; 25; 62; 11; 75; 10; 44; 3; 38; 67; 22; 
55; 17; 24; 76; 75; 12; 96; 39; 23; 28; 72; 47; 30; 23; 24; 
88; 21; 45; 95; 22; 28; 12; 32; 89; 78; 87; 27; 73; 32; 63; 
79; 39; 55; 50; 14; 9; 87; 90; 68; 17; 73; 7; 46; 50; 29; 
49; 74; 30; 89; 93; 71; 88; 69; 17; 42; 70; 87; 75; 60; 23; 
93; 79; 96; 88; 75; 82; 49; 64; 63; 92; 81; 87; 11; 69; 34; 
55; 96; 16; 38; 42; 10; 72; 46; 57; 45; 93; 63; 78; 59; 51; 
24; 2; 8; 26; 56; 52; 46; 27; 89; 5; 51; 54; 99; 93; 41; 
17; 87; 20; 93; 92; 68; 96; 68; 75; 87; 95; 94; 43; 27; 52; 
93; 92; 11; 21; 58; 1; 33; 32; 44; 73; 73; 29; 62; 5; 70; 
92; 44; 52; 89; 20; 86; 98; 44; 51; 27; 66; 46; 89; 92; 87; 
46; 88; 93; 6; 30; 26; 79; 79; 49; 67; 49; 69; 17; 86; 41; 
67; 38; 47; 59; 62; 22; 90; 39; 21; 2; 79; 56; 21; 13; 54; 
85; 89; 72; 31; 40; 73; 97; 64; 47; 59; 78; 86; 14; 83; 54; 
36; 28; 26; 88; 34; 22; 86; 36; 28; 38; 5; 6; 65; 93; 19; 
66; 31; 11; 17; 93; 80; 21; 32; 55; 54; 77; 95; 98; 8; 26; 
35; 32; 81; 87; 33; 58; 42; 37; 13; 95; 52; 5; 18; 8; 96; 
77; 49; 49; 21; 35; 60; 33; 48; 56; 92; 76; 17; 86; 94; 51; 
25; 1; 36; 10; 24; 61; 40; 25; 19; 81; 95; 72; 84; 61; 60; 
100; 25; 97; 22; 35; 26; 77; 84; 89; 42; 45; 5; 81; 98; 46; 
5; 3; 46; 16; 7; 72; 80; 24; 91; 25; 11; 9; 83; 54; 42; 
34; 51; 46; 3; 75; 75; 11; 23; 93; 95; 75; 42; 41; 42; 26; 
91; 61; 10; 60; 6; 22; 3; 44; 91; 58; 2; 34; 24; 50; 2; 
70; 43; 100; 40; 22; 66; 58; 48; 34; 44; 50; 84; 92; 5; 55; 
36; 74; 69; 31; 39; 77; 41; 47; 25; 43; 7; 76; 30; 37; 38; 
30; 84; 67; 15; 42; 53; 72; 79; 86; 49; 12; 93; 70; 23; 29; 
6; 35; 94; 30; 16; 95; 54; 69; 84; 72; 77; 19; 58; 25; 22; 
52; 24; 63; 32; 50; 94; 21; 100; 72; 61; 96; 97; 76; 13; 91; 
68; 4; 26; 82; 49; 65; 44; 58; 61; 42; 27; 7; 54; 72; 54; 
95; 89; 68; 58; 52; 11; 51; 100; 21; 92; 75; 1; 63; 93; 62; 
38; 66; 92; 66; 100; 83; 61; 92; 84; 96; 67; 43; 89; 94; 58; 
86; 28; 92; 93; 50; 69; 2; 13; 17; 16; 66; 69; 43; 94; 11; 
32; 59; 55; 30; 29; 88; 84; 86; 86; 34; 14; 45; 33; 100; 66; 
89; 98; 7; 88; 65; 29; 72; 16; 15; 81; 69; 96; 92; 24; 21; 
52; 100; 75; 27; 95; 93; 53; 88; 79; 87; 87; 60; 93; 16; 93; 
28; 42; 82; 57; 54; 34; 10; 22; 56; 24; 25; 96; 6; 2; 10; 
39; 62; 64; 75; 74; 33; 31; 13; 7; 76; 97; 59; 56; 38; 88; 
6; 8; 65; 14; 67; 81; 45; 18; 74; 30; 4; 52; 88; 34; 36; 
60; 17; 40; 12; 5; 51; 68; 49; 12; 31; 27; 62; 80; 1; 79; 
15; 16; 71; 47; 90; 82; 71; 15; 8; 24; 34; 71; 70; 28; 82; 
50; 9; 68; 41; 29; 68; 4; 48; 54; 29; 52; 50; 25; 52; 26; 
25; 30; 35; 70; 95; 89; 55; 57; 83; 46; 40; 7; 79; 32; 48; 
73; 89; 49; 98; 23; 42; 4; 51; 16; 83; 52; 30; 48; 24; 45; 
40; 31; 52; 70; 7; 68; 30; 58; 8; 47; 13; 67; 8; 73; 55; 
4; 8; 14; 76; 99; 33; 62; 95; 20; 31; 45; 87; 29; 91; 56; 
31; 36; 88; 78; 12; 10; 62; 23; 31; 38; 37; 89; 43; 58; 77; 
80; 74; 42; 60; 64; 4; 19; 46; 59; 30; 54; 82; 32; 100; 42; 
77; 64; 60; 4; 74; 59; 3; 87; 29; 99; 55; 5; 86; 14; 1; 
38; 71; 46; 50; 27; 98; 82; 48; 82; 9; 55; 1; 32; 90; 72; 
78; 59; 91; 40; 47; 83; 56; 35; 41; 41; 88; 32; 10; 8; 59; 
74; 25; 32; 1; 61; 13; 68; 33; 92; 76; 47; 72; 70; 20; 80; 
33; 66; 34; 15; 63; 51; 100; 24; 57; 69; 16; 27; 82; 90; 16; 
42; 32; 30; 13; 100; 100; 94; 80; 34; 96; 47; 12; 24; 74; 63; 
53; 80; 13; 53; 39; 3; 33; 59; 34; 59; 24; 69; 62; 14; 88; 
45; 16; 86; 17; 65; 56; 53; 3; 41; 3; 51; 53; 34; 96; 94; 
33; 80; 50; 50; 20; 17; 1; 27; 42; 63; 14; 84; 11; 36; 26; 
58; 9; 24; 8; 98; 34; 8; 58; 16; 90; 38; 41; 29; 59; 94; 
73; 76; 93; 24; 76; 85; 97; 71; 21; 18; 85; 90; 24; 12; 65; 
74; 25; 42; 98; 53; 54; 41; 11; 26; 36; 81; 83; 61; 12; 11; 
42; 14; 30; 96; 99; 46; 31; 9; 23; 26; 53; 45; 91; 37; 8; 
53; 58; 57; 82; 67; 98; 46; 34; 36; 21; 35; 57; 43; 39; 26; 
70; 17; 30; 94; 80; 3; 39; 36; 67; 51; 60; 39; 72; 84; 68; 
49; 54; 61; 66; 76; 89; 5; 10; 57; 78; 93; 82; 76; 57; 51; 
65; 41; 84; 12; 42; 95; 25; 36; 8; 84; 96; 25; 67; 77; 11; 
50; 55; 80; 25; 99; 32; 60; 50; 79; 37; 16; 12; 29; 7; 5; 
53; 93; 70; 13; 9; 26; 92; 89; 19; 97; 22; 11; 45; 45; 72; 
37; 80; 24; 60; 83; 46; 35; 54; 47; 58; 86; 40; 32; 62; 93; 
96; 96; 32; 4; 81; 84; 67; 81; 83; 2; 62; 99; 98; 97; 99; 
21; 14; 66; 50; 94; 48; 6; 37; 97; 71; 37; 24; 46; 90; 45; 
70; 88; 38; 35; 70; 5; 16; 36; 8; 27; 83; 24; 44; 49; 44; 
42; 58; 11; 51; 76; 9; 99; 7; 65; 45; 62; 95; 64; 32; 98; 
12; 63; 100; 62; 63; 38; 99; 51; 55; 94; 61; 98; 40; 87; 87; 
53; 15; 22; 45; 99; 74; 84; 49; 76; 80; 84; 36; 8; 54; 82; 
14; 31; 85; 70; 74; 71; 52; 32; 48; 47; 75; 59; 66; 50; 14; 
18; 94; 32; 16; 77; 66; 23; 91; 41; 59; 16; 56; 54; 72; 85; 
92; 67; 11; 97; 90; 26; 90; 40; 34; 13; 28; 37; 71; 5; 11; 
45; 17; 69; 89; 85; 86; 43; 55; 84; 78; 15; 58; 25; 42; 21; 
98; 20; 21; 98; 62; 15; 55; 19; 65; 71; 99; 94; 79; 1; 16; 
85; 83; 8; 57; 17; 49; 97; 78; 15; 21; 59; 31; 35; 82; 89; 
39; 75; 34; 25; 1; 51; 15; 70; 91; 60; 23; 10; 5; 70; 41; 
86; 82; 55; 31; 16; 98; 33; 17; 60; 51; 11; 76; 35; 54; 37; 
68; 48; 98; 26; 48; 48; 89; 99; 79; 74; 98; 51; 52; 64; 38; 
81; 19; 41; 8; 75; 95; 39; 57; 33; 69; 77; 38; 58; 23; 47; 
91; 55; 71; 71; 32; 44; 51; 21; 11; 14; 25; 42; 93; 74; 91; 
21; 80; 64; 8; 25; 90; 5; 87; 39; 44; 42; 62; 29; 2; 79; 
76; 57; 30; 91; 51; 90; 48; 14; 36; 1; 88; 50; 69; 91; 60; 
62; 17; 73; 17; 3; 40; 88; 54; 24; 54; 23; 76; 36; 30; 24; 
76; 19; 25; 57; 75; 1; 93; 45; 59; 73; 99; 18; 76; 61; 63; 
80; 26; 88; 42; 32; 11; 13; 76; 63; 49; 90; 82; 68; 69; 57; 
63; 17; 47; 46; 11; 89; 82; 72; 15; 63; 44; 99; 96; 6; 59; 
3; 92; 74; 8; 38; 50; 78; 61; 18; 75; 81; 89; 69; 29; 84; 
31; 3; 37; 69; 60; 60; 65; 70; 95; 80; 3; 77; 36; 85; 6; 
84; 86; 74; 19; 73; 97; 13; 17; 12; 78; 74; 45; 44; 6; 7; 
60; 68; 19; 82; 18; 100; 27; 21; 69; 45; 18; 14; 9; 18; 27; 
74; 42; 44; 11; 93; 80; 93; 86; 37; 14; 65; 60; 38; 91; 89; 
95; 82; 10; 77; 83; 49; 32; 93; 11; 29; 45; 97; 36; 93; 67; 
87; 44; 72; 68; 18; 15; 49; 56; 65; 58; 22; 34; 9; 54; 50; 
83; 95; 33; 39; 33; 46; 8; 56; 51; 17; 48; 88; 98; 70; 99; 
2; 3; 8; 75; 74; 100; 11; 95; 12; 53; 2; 70; 71; 57; 16; 
91; 56; 15; 67; 27; 54; 91; 83; 75; 88; 85; 16; 51; 58; 88; 
72; 92; 64; 84; 72; 41; 51; 78; 1; 61; 94; 50; 7; 69; 6; 
95; 26; 13; 23; 7; 49; 98; 75; 93; 8; 42; 64; 56; 77; 20; 
47; 70; 63; 39; 35; 27; 40; 6; 89; 21; 22; 35; 82; 72; 25; 
92; 62; 15; 63; 91; 32; 73; 37; 90; 66; 47; 61; 3; 49; 23; 
29; 54; 86; 50; 100; 37; 40; 86; 4; 77; 98; 54; 21; 27; 28; 
93; 68; 22; 66; 50; 12; 69; 85; 91; 78; 61; 7; 24; 7; 72; 
66; 38; 4; 29; 5; 2; 53; 60; 66; 68; 100; 3; 96; 97; 2; 
78; 93; 28; 43; 80; 96; 84; 75; 35; 82; 48; 20; 50; 94; 38; 
64; 95; 7; 2; 81; 99; 82; 35; 72; 65; 62; 46; 27; 15; 61; 
6; 97; 33; 12; 85; 60; 90; 98; 77; 18; 61; 9; 21; 93; 31; 
15; 39; 78; 26; 33; 37; 49; 37; 42; 28; 96; 21; 43; 81; 33; 
50; 46; 8; 6; 59; 5; 64; 60; 51; 57; 57; 76; 39; 1; 40; 
99; 40; 9; 16; 20; 39; 75; 6; 8; 10; 89; 95; 37; 38; 37; 
38; 80; 27; 35; 89; 94; 75; 25; 18; 70; 67; 5; 63; 9; 61; 
99; 7; 35; 34; 6; 56; 66; 16; 90; 90; 73; 83; 27; 2; 79; 
90; 13; 28; 2; 19; 80; 87; 35; 59; 72; 54; 4; 67; 6; 8; 
58; 71; 21; 54; 64; 33; 100; 45; 76; 87; 61; 43; 17; 31; 72; 
70; 39; 59; 74; 84; 23; 45; 5; 79; 3; 9; 68; 4; 71; 59; 
60; 72; 49; 41; 35; 87; 67; 88; 8; 29; 35; 31; 84; 16; 83; 
63; 4; 95; 43; 95; 97; 96; 89; 90; 81; 68; 49; 51; 3; 37; 
22; 66; 39; 75; 24; 27; 8; 28; 12; 31; 6; 97; 1; 71; 28; 
29; 81; 90; 91; 8; 73; 33; 37; 82; 82; 77; 26; 20; 93; 88; 
65; 24; 74; 84; 43; 96; 82; 53; 88; 60; 38; 56; 99; 81; 64; 
57; 8; 31; 88; 94; 37; 67; 16; 80; 19; 14; 22; 15; 63; 13; 
39; 44; 65; 69; 71; 46; 91; 4; 22; 11; 56; 99; 10; 68; 69; 
92; 7; 72; 45; 48; 47; 51; 21; 34; 92; 22; 53; 78; 47; 76; 
55; 64; 12; 62; 87; 29; 52; 88; 29; 39; 95; 17; 7; 2; 88; 
89; 64; 16; 90; 20; 34; 39; 16; 82; 21; 6; 45; 77; 94; 56; 
59; 55; 63; 33; 66; 88; 80; 42; 70; 9; 19; 5; 30; 43; 41; 
12; 19; 63; 74; 11; 73; 12; 100; 13; 64; 95; 95; 39; 35; 87; 
51; 71; 90; 92; 12; 95; 63; 53; 35; 19; 85; 34; 51; 62; 72; 
86; 59; 85; 48; 9; 54; 82; 20; 14; 61; 72; 30; 57; 9; 56; 
67; 43; 50; 67; 38; 72; 40; 51; 70; 53; 41; 13; 16; 70; 83; 
37; 46; 56; 52; 50; 86; 100; 36; 65; 92; 1; 32; 55; 4; 8; 
61; 22; 63; 61; 79; 5; 53; 19; 12; 2; 35; 24; 37; 73; 52; 
22; 8; 27; 90; 98; 77; 62; 67; 24; 19; 55; 11; 21; 82; 14; 
83; 61; 36; 33; 21; 40; 85; 64; 83; 92; 48; 41; 26; 58; 39; 
80; 77; 38; 98; 20; 50; 32; 73; 77; 45; 15; 29; 85; 75; 6; 
29; 53; 70; 32; 94; 25; 64; 10; 28; 56; 25; 7; 76; 7; 48; 
23; 4; 93; 50; 72; 61; 64; 45; 75; 29; 19; 40; 32; 84; 75; 
43; 16; 5; 13; 63; 12; 19; 98; 28; 14; 1; 66; 83; 73; 12; 
63; 75; 71; 47; 49; 16; 39; 49; 55; 79; 85; 28; 85; 25; 45; 
21; 25; 15; 15; 81; 5; 99; 78; 75; 27; 6; 44; 27; 45; 65; 
46; 35; 88; 13; 42; 57; 15; 6; 61; 14; 56; 61; 44; 46; 30; 
4; 22; 20; 3; 31; 15; 89; 30; 5; 21; 73; 21; 92; 100; 99; 
69; 70; 45; 19; 27; 17; 16; 85; 43; 66; 26; 60; 60; 61; 54; 
40; 74; 37; 84; 45; 60; 24; 84; 42; 34; 38; 50; 27; 56; 24; 
46; 79; 6; 47; 47; 98; 24; 99; 69; 99; 77; 82; 79; 70; 71; 
1; 60; 69; 77; 47; 95; 88; 89; 80; 2; 95; 19; 78; 72; 28; 
